date,country,countryCode,province,city,confirmed,suspected,cured,dead,Days,net_confirmed,provinceCode,cityCode
2020-01-31,中国,CN,Sichuan Province,Deyang,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Gansu province,Dingxi,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Guangdong Province,Dongguan,21,0,0,0,54.0,21.0,,
2020-01-31,中国,CN,Hainan,East,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Inner Mongolia Autonomous Region,Erdos,5,2,0,0,54.0,5.0,,
2020-01-31,中国,CN,Hubei Province,Ezhou,227,0,0,9,54.0,218.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Fangchenggang,8,0,1,0,54.0,7.0,,
2020-01-31,中国,CN,Sichuan Province,Florida,9,0,0,0,54.0,9.0,,
2020-01-31,中国,CN,Guangdong Province,Foshan,38,0,0,0,54.0,38.0,,
2020-01-31,中国,CN,Liaoning Province,Fuxin,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Anhui Province,Fuyang,47,8,0,0,54.0,47.0,,
2020-01-31,中国,CN,Fujian Province,Fuzhou,39,38,0,0,54.0,39.0,,
2020-01-31,中国,CN,Jiangxi,Fuzhou,18,0,0,0,54.0,18.0,,
2020-01-31,中国,CN,Jiangxi,Ganzhou,30,0,1,0,54.0,29.0,,
2020-01-31,中国,CN,Jilin Province,Gongzhuling,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Shaanxi Province,Good health,14,0,0,0,54.0,14.0,,
2020-01-31,中国,CN,Sichuan Province,Guang'an,16,0,0,0,54.0,16.0,,
2020-01-31,中国,CN,Sichuan Province,Guangyuan,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Guilin,21,0,0,0,54.0,21.0,,
2020-01-31,中国,CN,Guizhou Province,Guiyang,4,0,1,0,54.0,3.0,,
2020-01-31,中国,CN,Ningxia Hui Autonomous Region,Guyuan,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Shaanxi Province,Hancheng,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Hebei Province,Handan,10,2,0,0,54.0,10.0,,
2020-01-31,中国,CN,Zhejiang Province,Hangzhou,69,0,0,0,54.0,69.0,,
2020-01-31,中国,CN,Shaanxi Province,Hanzhong,13,0,0,0,54.0,13.0,,
2020-01-31,中国,CN,Heilongjiang Province,Harbin,25,0,0,0,54.0,25.0,,
2020-01-31,中国,CN,Henan Province,Hebi,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Hechi,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Anhui Province,Hefei,59,7,1,0,54.0,58.0,,
2020-01-31,中国,CN,Heilongjiang Province,Hegang,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Hebei Province,Hengshui,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Hunan Province,Hengyang,26,0,0,0,54.0,26.0,,
2020-01-31,中国,CN,Guangdong Province,Heyuan,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Shandong Province,Heze,8,9,0,0,54.0,8.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Hezhou,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Inner Mongolia Autonomous Region,Hohhot,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Jiangsu Province,Huaian,12,0,0,0,54.0,12.0,,
2020-01-31,中国,CN,Anhui Province,Huaibei,6,3,0,0,54.0,6.0,,
2020-01-31,中国,CN,Hunan Province,Huaihua,28,0,1,0,54.0,27.0,,
2020-01-31,中国,CN,Anhui Province,Huainan,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Hubei Province,Huanggang,726,0,0,14,54.0,712.0,,
2020-01-31,中国,CN,Anhui Province,Huangshan,9,0,0,0,54.0,9.0,,
2020-01-31,中国,CN,Guangdong Province,Huizhou,20,0,0,0,54.0,20.0,,
2020-01-31,中国,CN,Liaoning Province,Huludao,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Inner Mongolia Autonomous Region,Hulunbeier,2,0,1,0,54.0,1.0,,
2020-01-31,中国,CN,Zhejiang Province,Huzhou,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Jiangxi,Ji'an,11,0,1,0,54.0,10.0,,
2020-01-31,中国,CN,Heilongjiang Province,Jiamusi,11,0,0,0,54.0,11.0,,
2020-01-31,中国,CN,Guangdong Province,Jiangmen,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Henan Province,Jiaozuo,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Zhejiang Province,Jiaxing,16,0,0,0,54.0,16.0,,
2020-01-31,中国,CN,Guangdong Province,Jieyang,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Jilin Province,Jilin,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Shandong Province,Jinan,18,11,0,0,54.0,18.0,,
2020-01-31,中国,CN,Gansu province,Jinchang,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Shanxi Province,Jincheng,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Jiangxi,Jingdezhen,3,0,1,0,54.0,2.0,,
2020-01-31,中国,CN,Hubei Province,Jingmen,251,0,0,5,54.0,246.0,,
2020-01-31,中国,CN,Hubei Province,Jingzhou,287,0,0,4,54.0,283.0,,
2020-01-31,中国,CN,Zhejiang Province,Jinhua,20,0,0,0,54.0,20.0,,
2020-01-31,中国,CN,Shandong Province,Jining,10,4,0,0,54.0,10.0,,
2020-01-31,中国,CN,Shanxi Province,Jinzhong,11,0,0,0,54.0,11.0,,
2020-01-31,中国,CN,Liaoning Province,Jinzhou,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Jiangxi,Jiujiang,43,0,0,0,54.0,43.0,,
2020-01-31,中国,CN,Heilongjiang Province,Jixi,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Henan Province,Kaifeng,8,0,0,0,54.0,8.0,,
2020-01-31,中国,CN,Yunnan Province,Kunming,30,0,0,0,54.0,30.0,,
2020-01-31,中国,CN,Hebei Province,Langfang,11,0,0,0,54.0,11.0,,
2020-01-31,中国,CN,Gansu province,Lanzhou,20,0,0,0,54.0,20.0,,
2020-01-31,中国,CN,Sichuan Province,Leshan,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Tibet Autonomous Region,Lhasa,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Jiangsu Province,Lianyungang,13,0,1,0,54.0,12.0,,
2020-01-31,中国,CN,Shandong Province,Liaocheng,7,4,0,0,54.0,7.0,,
2020-01-31,中国,CN,Liaoning Province,Liaoyang,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Yunnan Province,Lijiang,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Yunnan Province,Lincang,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Shanxi Province,Linfen,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Shandong Province,Linyi,23,3,0,0,54.0,23.0,,
2020-01-31,中国,CN,Zhejiang Province,Lishui,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Guizhou Province,Liupanshui,8,0,0,0,54.0,8.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Liuzhou,12,0,0,0,54.0,12.0,,
2020-01-31,中国,CN,Gansu province,Longnan,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Fujian Province,Longyan,1,4,0,0,54.0,1.0,,
2020-01-31,中国,CN,Hunan Province,Loudi,26,0,0,0,54.0,26.0,,
2020-01-31,中国,CN,Anhui Province,Lu'an,13,18,1,0,54.0,12.0,,
2020-01-31,中国,CN,Shanxi Province,Luliang,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Henan Province,Luohe,14,0,0,0,54.0,14.0,,
2020-01-31,中国,CN,Henan Province,Luoyang,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Sichuan Province,Luzhou,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Anhui Province,Ma'anshan,22,5,0,0,54.0,22.0,,
2020-01-31,中国,CN,Guangdong Province,Maoming,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Jilin Province,Matsubara,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Guangdong Province,Meizhou,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Sichuan Province,Mianyang,12,0,0,0,54.0,12.0,,
2020-01-31,中国,CN,Heilongjiang Province,Mudanjiang,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Jiangxi,Nanchang,83,0,1,0,54.0,82.0,,
2020-01-31,中国,CN,Sichuan Province,Nanchong,16,0,0,0,54.0,16.0,,
2020-01-31,中国,CN,Jiangsu Province,Nanjing,28,0,2,0,54.0,26.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Nanning,16,0,0,0,54.0,16.0,,
2020-01-31,中国,CN,Fujian Province,Nanping,8,13,0,0,54.0,8.0,,
2020-01-31,中国,CN,Jiangsu Province,Nantong,12,0,0,0,54.0,12.0,,
2020-01-31,中国,CN,Henan Province,Nanyang,66,0,0,1,54.0,65.0,,
2020-01-31,中国,CN,Sichuan Province,Neijiang,10,0,0,0,54.0,10.0,,
2020-01-31,中国,CN,Zhejiang Province,Ningbo,41,0,0,0,54.0,41.0,,
2020-01-31,中国,CN,Fujian Province,Ningde,9,1,0,0,54.0,9.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,North Sea,23,0,0,0,54.0,23.0,,
2020-01-31,中国,CN,Liaoning Province,Panjin,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Sichuan Province,Panzhihua,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Henan Province,Pingdingshan,11,0,0,0,54.0,11.0,,
2020-01-31,中国,CN,Gansu province,Pingliang,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Jiangxi,Pingxiang,9,0,1,0,54.0,8.0,,
2020-01-31,中国,CN,Yunnan Province,Pu'er,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Fujian Province,Putian,25,21,0,0,54.0,25.0,,
2020-01-31,中国,CN,Henan Province,Puyang,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Hubei Province,Qianjiang,27,0,0,1,54.0,26.0,,
2020-01-31,中国,CN,Shandong Province,Qingdao,21,32,1,0,54.0,20.0,,
2020-01-31,中国,CN,Guangdong Province,Qingyuan,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Hebei Province,Qinhuangdao,1,8,0,0,54.0,1.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Qinzhou,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Hainan,Qionghai,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Heilongjiang Province,Qiqihar,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Heilongjiang Province,Qitaihe,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Fujian Province,Quanzhou,24,7,0,0,54.0,24.0,,
2020-01-31,中国,CN,Yunnan Province,Qujing,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Zhejiang Province,Quzhou,10,0,0,0,54.0,10.0,,
2020-01-31,中国,CN,Henan Province,Sanmenxia,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Fujian Province,Sanming,10,12,0,0,54.0,10.0,,
2020-01-31,中国,CN,Hainan,Sanya,15,0,0,0,54.0,15.0,,
2020-01-31,中国,CN,Hainan,Seaport,11,0,0,0,54.0,11.0,,
2020-01-31,中国,CN,Shaanxi Province,Shangluo,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Henan Province,Shangqiu,29,0,0,0,54.0,29.0,,
2020-01-31,中国,CN,Jiangxi,Shangrao,16,0,1,0,54.0,15.0,,
2020-01-31,中国,CN,Guangdong Province,Shantou,14,0,0,0,54.0,14.0,,
2020-01-31,中国,CN,Guangdong Province,Shanwei,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Guangdong Province,Shaoguan,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Zhejiang Province,Shaoxing,19,0,0,0,54.0,19.0,,
2020-01-31,中国,CN,Hunan Province,Shaoyang,41,0,0,0,54.0,41.0,,
2020-01-31,中国,CN,Liaoning Province,Shenyang,13,0,0,0,54.0,13.0,,
2020-01-31,中国,CN,Guangdong Province,Shenzhen,170,0,0,0,54.0,170.0,,
2020-01-31,中国,CN,Xinjiang Uygur Autonomous Region,Shihezi eighth division,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Hebei Province,Shijiazhuang,12,16,0,0,54.0,12.0,,
2020-01-31,中国,CN,Hubei Province,Shiyan,177,0,0,0,54.0,177.0,,
2020-01-31,中国,CN,Heilongjiang Province,Shuangyashan,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Shanxi Province,Shuozhou,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Jilin Province,Siping,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Heilongjiang Province,Suihua,13,0,0,2,54.0,11.0,,
2020-01-31,中国,CN,Sichuan Province,Suining,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Hubei Province,Suizhou,304,0,0,1,54.0,303.0,,
2020-01-31,中国,CN,Liaoning Province,Sunny,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Jiangsu Province,Suqian,8,0,0,0,54.0,8.0,,
2020-01-31,中国,CN,Jiangsu Province,Suzhou,34,0,2,0,54.0,32.0,,
2020-01-31,中国,CN,Anhui Province,Suzhou,12,5,0,0,54.0,12.0,,
2020-01-31,中国,CN,Shandong Province,Tai'an,5,7,0,0,54.0,5.0,,
2020-01-31,中国,CN,Shanxi Province,Taiyuan,4,0,1,0,54.0,3.0,,
2020-01-31,中国,CN,Jiangsu Province,Taizhou,17,0,0,0,54.0,17.0,,
2020-01-31,中国,CN,Zhejiang Province,Taizhou,64,0,0,0,54.0,64.0,,
2020-01-31,中国,CN,Hebei Province,Tangshan,8,8,0,0,54.0,8.0,,
2020-01-31,中国,CN,Shandong Province,Texas,17,6,1,0,54.0,16.0,,
2020-01-31,中国,CN,Hubei Province,Tianmen,82,0,0,7,54.0,75.0,,
2020-01-31,中国,CN,Gansu province,Tianshui,3,0,0,0,54.0,3.0,,
2020-01-31,中国,CN,Liaoning Province,Tieling,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Shaanxi Province,Tongchuan,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Jilin Province,Tonghua,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Inner Mongolia Autonomous Region,Tongliao,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Anhui Province,Tongling,16,0,0,0,54.0,16.0,,
2020-01-31,中国,CN,Guizhou Province,Tongren,3,0,1,0,54.0,2.0,,
2020-01-31,中国,CN,Xinjiang Uygur Autonomous Region,Turpan,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Xinjiang Uygur Autonomous Region,Urumqi,8,0,0,0,54.0,8.0,,
2020-01-31,中国,CN,Hainan,Wanning,8,0,0,0,54.0,8.0,,
2020-01-31,中国,CN,Shandong Province,Weifang,9,1,0,0,54.0,9.0,,
2020-01-31,中国,CN,Shandong Province,Weihai,24,0,0,0,54.0,24.0,,
2020-01-31,中国,CN,Shaanxi Province,Weinan,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Zhejiang Province,Wenzhou,172,0,3,0,54.0,169.0,,
2020-01-31,中国,CN,Inner Mongolia Autonomous Region,Wuhai,0,1,0,0,54.0,0.0,,
2020-01-31,中国,CN,Hubei Province,Wuhan,3215,0,0,192,54.0,3023.0,,
2020-01-31,中国,CN,Anhui Province,Wuhu,15,1,0,0,54.0,15.0,,
2020-01-31,中国,CN,Inner Mongolia Autonomous Region,Wulanchabu,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Jiangsu Province,Wuxi,13,0,0,0,54.0,13.0,,
2020-01-31,中国,CN,Ningxia Hui Autonomous Region,Wuzhong,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Wuzhou,5,0,1,0,54.0,4.0,,
2020-01-31,中国,CN,Shaanxi Province,Xi'an,39,0,0,0,54.0,39.0,,
2020-01-31,中国,CN,Fujian Province,Xiamen,17,7,0,0,54.0,17.0,,
2020-01-31,中国,CN,Hunan Province,Xiangtan,13,0,0,0,54.0,13.0,,
2020-01-31,中国,CN,Hubei Province,Xiangyang,347,0,0,0,54.0,347.0,,
2020-01-31,中国,CN,Hubei Province,Xianning,206,0,0,0,54.0,206.0,,
2020-01-31,中国,CN,Hubei Province,Xiantao,97,0,0,1,54.0,96.0,,
2020-01-31,中国,CN,Shaanxi Province,Xianyang,8,0,0,0,54.0,8.0,,
2020-01-31,中国,CN,Hubei Province,Xiaogan,628,0,0,12,54.0,616.0,,
2020-01-31,中国,CN,Hebei Province,Xingtai,10,3,0,0,54.0,10.0,,
2020-01-31,中国,CN,Qinghai Province,Xining,9,0,0,0,54.0,9.0,,
2020-01-31,中国,CN,Henan Province,Xinxiang,21,0,0,0,54.0,21.0,,
2020-01-31,中国,CN,Henan Province,Xinyang,70,0,0,0,54.0,70.0,,
2020-01-31,中国,CN,Jiangxi,Xinyu,40,0,2,0,54.0,38.0,,
2020-01-31,中国,CN,Shanxi Province,Xinzhou,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Anhui Province,Xuancheng,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Henan Province,Xuchang,12,0,0,0,54.0,12.0,,
2020-01-31,中国,CN,Jiangsu Province,Xuzhou,23,0,0,0,54.0,23.0,,
2020-01-31,中国,CN,Sichuan Province,Ya'an,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Shaanxi Province,Yan'an,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Jiangsu Province,Yancheng,13,0,0,0,54.0,13.0,,
2020-01-31,中国,CN,Guangdong Province,Yangjiang,10,0,0,0,54.0,10.0,,
2020-01-31,中国,CN,Shanxi Province,Yangquan,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Jiangsu Province,Yangzhou,13,0,0,0,54.0,13.0,,
2020-01-31,中国,CN,Shandong Province,Yantai,20,0,0,0,54.0,20.0,,
2020-01-31,中国,CN,Hubei Province,Yellowstone,209,0,0,2,54.0,207.0,,
2020-01-31,中国,CN,Sichuan Province,Yibin,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Hubei Province,Yichang,276,0,0,1,54.0,275.0,,
2020-01-31,中国,CN,Jiangxi,Yichun,29,0,1,0,54.0,28.0,,
2020-01-31,中国,CN,Ningxia Hui Autonomous Region,Yinchuan,15,0,0,0,54.0,15.0,,
2020-01-31,中国,CN,Liaoning Province,Yingkou,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Jiangxi,Yingtan,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Hunan Province,Yiyang,24,0,0,0,54.0,24.0,,
2020-01-31,中国,CN,Henan Province,Yongcheng,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Hunan Province,Yongzhou,18,0,0,0,54.0,18.0,,
2020-01-31,中国,CN,Hunan Province,Yueyang,45,0,0,0,54.0,45.0,,
2020-01-31,中国,CN,Guangxi Zhuang Autonomous Region,Yulin,5,0,0,0,54.0,5.0,,
2020-01-31,中国,CN,Shaanxi Province,Yulin,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Shanxi Province,Yuncheng,10,0,0,0,54.0,10.0,,
2020-01-31,中国,CN,Yunnan Province,Yuxi,7,0,0,0,54.0,7.0,,
2020-01-31,中国,CN,Shandong Province,Zaozhuang,11,5,0,0,54.0,11.0,,
2020-01-31,中国,CN,Hunan Province,Zhangjiajie,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Hebei Province,Zhangjiakou,8,5,0,0,54.0,8.0,,
2020-01-31,中国,CN,Gansu province,Zhangye,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Fujian Province,Zhangzhou,11,5,0,0,54.0,11.0,,
2020-01-31,中国,CN,Guangdong Province,Zhanjiang,13,0,0,0,54.0,13.0,,
2020-01-31,中国,CN,Guangdong Province,Zhaoqing,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Yunnan Province,Zhaotong,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Henan Province,Zhengzhou,56,0,0,0,54.0,56.0,,
2020-01-31,中国,CN,Jiangsu Province,Zhenjiang,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Guangdong Province,Zhongshan,18,0,0,0,54.0,18.0,,
2020-01-31,中国,CN,Ningxia Hui Autonomous Region,Zhongwei,2,1,0,0,54.0,2.0,,
2020-01-31,中国,CN,Henan Province,Zhoukou,38,0,0,0,54.0,38.0,,
2020-01-31,中国,CN,Zhejiang Province,Zhoushan,6,0,0,0,54.0,6.0,,
2020-01-31,中国,CN,Guangdong Province,Zhuhai,38,0,0,0,54.0,38.0,,
2020-01-31,中国,CN,Henan Province,Zhumadian,40,0,0,0,54.0,40.0,,
2020-01-31,中国,CN,Hunan Province,Zhuzhou,22,0,0,0,54.0,22.0,,
2020-01-31,中国,CN,Shandong Province,Zibo,10,0,0,0,54.0,10.0,,
2020-01-31,中国,CN,Sichuan Province,Zigong,9,0,0,0,54.0,9.0,,
2020-01-31,中国,CN,Sichuan Province,Ziyang,2,0,0,0,54.0,2.0,,
2020-01-31,中国,CN,Guizhou Province,Zunyi,4,0,0,0,54.0,4.0,,
2020-01-31,中国,CN,Gansu province,silver,1,0,0,0,54.0,1.0,,
2020-01-31,中国,CN,Shandong Province,sunshine,10,0,0,0,54.0,10.0,,
2020-01-31,德国,DE,,,4,0,0,0,54.0,4.0,,
2020-01-31,芬兰,FI,,,1,0,0,0,54.0,1.0,,
2020-01-31,法国,FR,,,5,0,0,0,54.0,5.0,,
2020-01-31,印度,IN,,,1,0,0,0,54.0,1.0,,
2020-01-31,日本,JP,,,11,0,1,0,54.0,10.0,,
2020-01-31,韩国,KR,,,6,0,0,0,54.0,6.0,,
2020-01-31,斯里兰卡,LK,,,1,0,0,0,54.0,1.0,,
2020-01-31,马来西亚,MY,,,8,0,0,0,54.0,8.0,,
2020-01-31,尼泊尔,NP,,,1,0,0,0,54.0,1.0,,
2020-01-31,菲律宾,PH,,,1,0,0,0,54.0,1.0,,
2020-01-31,新加坡,SG,,,10,0,0,0,54.0,10.0,,
2020-01-31,泰国,TH,,,14,0,2,0,54.0,12.0,,
2020-01-31,美国,US,,,5,0,0,0,54.0,5.0,,
2020-01-31,越南,VN,,,2,0,0,0,54.0,2.0,,
2020-02-01,阿联酋,AE,,,4,0,0,0,55.0,4.0,,
2020-02-01,澳大利亚,AU,,,8,0,2,0,55.0,6.0,,
2020-02-01,加拿大,CA,,,3,0,0,0,55.0,3.0,,
2020-02-01,中国,CN,,,14380,19544,328,304,55.0,13748.0,,
2020-02-01,中国,CN,Beijing,,183,0,9,1,55.0,173.0,,
2020-02-01,中国,CN,Tianjin,,41,0,0,0,55.0,41.0,,
2020-02-01,中国,CN,Hebei Province,,104,104,3,1,55.0,100.0,,
2020-02-01,中国,CN,Shanxi Province,,56,64,1,0,55.0,55.0,,
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,,27,7,1,0,55.0,26.0,,
2020-02-01,中国,CN,Liaoning Province,,64,0,1,0,55.0,63.0,,
2020-02-01,中国,CN,Jilin Province,,23,14,1,0,55.0,22.0,,
2020-02-01,中国,CN,Heilongjiang Province,,95,172,0,2,55.0,93.0,,
2020-02-01,中国,CN,Shanghai,,177,168,10,1,55.0,166.0,,
2020-02-01,中国,CN,Jiangsu Province,,236,0,6,0,55.0,230.0,,
2020-02-01,中国,CN,Zhejiang Province,,661,0,23,0,55.0,638.0,,
2020-02-01,中国,CN,Anhui Province,,340,0,5,0,55.0,335.0,,
2020-02-01,中国,CN,Fujian Province,,159,99,0,0,55.0,159.0,,
2020-02-01,中国,CN,Jiangxi,,333,0,10,0,55.0,323.0,,
2020-02-01,中国,CN,Shandong Province,,225,81,5,0,55.0,220.0,,
2020-02-01,中国,CN,Henan Province,,493,754,4,2,55.0,487.0,,
2020-02-01,中国,CN,Hubei Province,,9074,0,215,294,55.0,8565.0,,
2020-02-01,中国,CN,Hunan Province,,463,0,8,0,55.0,455.0,,
2020-02-01,中国,CN,Guangdong Province,,604,0,12,0,55.0,592.0,,
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,,111,0,2,0,55.0,109.0,,
2020-02-01,中国,CN,Hainan,,63,0,1,1,55.0,61.0,,
2020-02-01,中国,CN,Chongqing,,262,0,3,1,55.0,258.0,,
2020-02-01,中国,CN,Sichuan Province,,231,0,3,1,55.0,227.0,,
2020-02-01,中国,CN,Guizhou Province,,38,65,2,0,55.0,36.0,,
2020-02-01,中国,CN,Yunnan Province,,99,261,2,0,55.0,97.0,,
2020-02-01,中国,CN,Tibet Autonomous Region,,1,0,0,0,55.0,1.0,,
2020-02-01,中国,CN,Shaanxi Province,,116,201,0,0,55.0,116.0,,
2020-02-01,中国,CN,Gansu province,,40,0,0,0,55.0,40.0,,
2020-02-01,中国,CN,Qinghai Province,,9,0,0,0,55.0,9.0,,
2020-02-01,中国,CN,Ningxia Hui Autonomous Region,,28,8,0,0,55.0,28.0,,
2020-02-01,中国,CN,Xinjiang Uygur Autonomous Region,,21,0,0,0,55.0,21.0,,
2020-02-01,中国,CN,Taiwan,,10,0,0,0,55.0,10.0,,
2020-02-01,中国,CN,Hongkong,,14,0,0,0,55.0,14.0,,
2020-02-01,中国,CN,Macao,,7,0,0,0,55.0,7.0,,
2020-02-01,中国,CN,Anhui Province,Anqing,43,7,0,0,55.0,43.0,,
2020-02-01,中国,CN,Guizhou Province,Anshun,2,0,0,0,55.0,2.0,,
2020-02-01,中国,CN,Henan Province,Anyang,24,0,0,0,55.0,24.0,,
2020-02-01,中国,CN,Guangxi Zhuang Autonomous Region,Baise,2,0,0,0,55.0,2.0,,
2020-02-01,中国,CN,Hebei Province,Baoding,13,0,2,0,55.0,11.0,,
2020-02-01,中国,CN,Shaanxi Province,Baoji,7,0,0,0,55.0,7.0,,
2020-02-01,中国,CN,Yunnan Province,Baoshan,8,0,0,0,55.0,8.0,,
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Baotou,5,1,0,0,55.0,5.0,,
2020-02-01,中国,CN,Inner Mongolia Autonomous Region,Bayannaoer,3,0,0,0,55.0,3.0,,
2020-02-01,中国,CN,Sichuan Province,Bazhong,8,0,0,0,55.0,8.0,,
2020-02-01,中国,CN,Anhui Province,Bengbu,26,7,0,0,55.0,26.0,,
2020-02-01,中国,CN,Liaoning Province,Benxi,3,0,0,0,55.0,3.0,,
2020-02-01,中国,CN,Guizhou Province,Bijie,4,0,0,0,55.0,4.0,,
2020-02-01,中国,CN,Shandong Province,Binzhou,10,0,0,0,55.0,10.0,,
2020-02-01,中国,CN,Anhui Province,Bozhou,30,5,2,0,55.0,28.0,,
2020-02-01,中国,CN,Hebei Province,Cangzhou,19,0,0,1,55.0,18.0,,
2020-02-01,中国,CN,Guangdong Province,Canton,175,0,0,0,55.0,175.0,,
2020-02-01,中国,CN,Jilin Province,Changchun,12,0,1,0,55.0,11.0,,
2020-02-01,中国,CN,Hunan Province,Changde,42,0,0,0,55.0,42.0,,
2020-02-01,中国,CN,Hunan Province,Changsha,112,0,1,0,55.0,111.0,,
